bugNames	pValues	log10PValues	xGroup	yGroup	xSampleSize	ySampleSize	meanXGroup	meanYGroup	pValuesAdjusted
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.622302602	-0.205998383	ICR	LCCR	20	20	5.538267137	5.644756025	0.756149809
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.624894449	-0.204193333	Control	HCCR	18	19	5.849458425	5.974492417	0.758240126
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes	0.628258068	0.201861925	FOb	HCCR	17	19	0.961515636	0.750034195	0.761259776
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.630792479	0.200113494	FOb	LCCR	17	20	0.919595189	0.763930694	0.763267673
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.Other.Other	0.632390679	0.19901454	FOb	HCCR	17	19	6.103443073	5.974492417	0.764138737
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.642973029	-0.191807244	Control	LCCR	18	20	5.774496611	5.8481354	0.775848176
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.647048075	0.18906345	DIO	FOb	18	17	7.193554962	7.090139504	0.779667213
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.647930339	-0.188471684	Control	FOb	18	17	5.693431168	5.799595824	0.779667213
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.650832401	-0.186530834	FOb	ICR	17	20	4.407585381	4.471395338	0.782077609
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.652896808	-0.185155454	Control	LCCR	18	20	7.572491018	7.743647805	0.783458938
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.653782976	-0.184566392	HCCR	LCCR	19	20	6.08848807	6.356422766	0.783458938
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.656770446	-0.182586398	HCCR	LCCR	19	20	9.202027363	9.26600433	0.785205638
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.657045637	-0.182404464	ICR	LCCR	20	20	0.282770644	0.34641572	0.785205638
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.661665778	0.179361327	HCCR	LCCR	19	20	4.517478016	4.385198455	0.789642286
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__	0.664166016	-0.17772335	HCCR	ICR	19	20	8.286532739	8.337981388	0.791338755
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.664906471	0.17723944	Control	HCCR	18	19	0.423372429	0.344350661	0.791338755
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.667416843	-0.175602837	Control	DIO	18	18	3.287157819	3.399407399	0.79324133
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.668345987	0.174998655	ICR	LCCR	20	20	0.891209204	0.798258668	0.793261949
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.676654316	0.169633144	Control	FOb	18	17	9.640554402	9.587734893	0.802028958
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.680183443	0.167373944	HCCR	LCCR	19	20	2.831743421	2.689502089	0.805115096
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.682044326	-0.1661874	DIO	FOb	18	17	0.75999528	0.919595189	0.805497448
k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Sutterella	0.682358183	-0.165987596	ICR	LCCR	20	20	4.153312554	4.321503629	0.805497448
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.689362196	0.161552536	Control	HCCR	18	19	1.967115294	1.829143769	0.812662752
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.693359006	0.159041839	HCCR	ICR	19	20	0.476376876	0.403796083	0.816268384
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.695863387	-0.157476013	DIO	HCCR	18	19	0.10717621	0.1678019	0.818109658
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.697183105	0.156653146	Control	FOb	18	17	0.394388648	0.293172949	0.818555062
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.700350313	-0.154684673	ICR	LCCR	20	20	3.693635822	3.785060123	0.820690427
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.700888491	-0.154351071	FOb	ICR	17	20	4.297880597	4.366313223	0.820690427
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.70504382	0.15178389	Control	DIO	18	18	0.24075178	0.184773205	0.824446402
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.706764999	0.150724966	Control	ICR	18	20	5.774496611	5.710510268	0.824807593
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.70724881	-0.150427775	HCCR	ICR	19	20	0.809626339	0.891209204	0.824807593
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.709991415	0.148746903	Control	LCCR	18	20	6.47156923	6.359771052	0.826174545
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.710320183	0.148545845	HCCR	ICR	19	20	10.17968768	10.15496917	0.826174545
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.722162811	0.14136488	Control	FOb	18	17	1.050477449	0.919595189	0.838110805
k__Bacteria.Other.Other.Other.Other.Other	0.722509315	-0.14115655	Control	HCCR	18	19	0.322948234	0.382072878	0.838110805
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.723845372	-0.140354198	HCCR	ICR	19	20	6.430945996	6.556521091	0.838446163
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	0.724725878	0.139826231	HCCR	ICR	19	20	8.18668915	8.072186032	0.838446163
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.725702251	-0.13924153	ICR	LCCR	20	20	5.689634829	5.815363602	0.838460768
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.731005967	-0.136079078	FOb	HCCR	17	19	0.919595189	1.042423408	0.842882405
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.731466915	0.135805313	FOb	ICR	17	20	1.558409576	1.450267797	0.842882405
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.734686196	0.13389812	Control	HCCR	18	19	0.24075178	0.196425993	0.84547221
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other	0.738614243	-0.131582322	HCCR	ICR	19	20	3.032071125	3.100605967	0.848869738
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.740086028	0.130717794	Control	FOb	18	17	5.909883254	5.799813196	0.849439109
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	0.7431405	-0.12892907	FOb	HCCR	17	19	8.492919546	8.545046642	0.85125013
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.743620803	-0.128648469	ICR	LCCR	20	20	9.21963342	9.26600433	0.85125013
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.74477827	0.127973003	FOb	LCCR	17	20	5.726038056	5.644756025	0.851454789
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.749208906	0.125397069	Control	FOb	18	17	6.341974337	6.149531537	0.854296712
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio	0.749262141	0.125366211	FOb	ICR	17	20	5.799813196	5.713858889	0.854296712
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.750209986	0.124817159	HCCR	ICR	19	20	2.655354459	2.496069929	0.854296712
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.756261291	-0.121328128	FOb	HCCR	17	19	2.699559547	2.831743421	0.86006186
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.757473237	0.120632707	Control	ICR	18	20	0.24075178	0.202012901	0.860315556
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.761956764	-0.118069671	Control	DIO	18	18	0.423372429	0.48960859	0.864279511
k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila	0.76469375	-0.116512459	Control	FOb	18	17	6.96060112	7.065999833	0.86565364
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.765968717	-0.115788967	FOb	ICR	17	20	5.496537878	5.579233098	0.86565364
k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia	0.766795373	-0.115320516	HCCR	LCCR	19	20	4.519062573	4.576252103	0.86565364
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.767148226	-0.115120715	FOb	ICR	17	20	1.472156373	1.638239934	0.86565364
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.77074169	0.113091149	Control	DIO	18	18	0.161939483	0.120023616	0.868581957
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.77329086	-0.111657123	Control	DIO	18	18	4.430222212	4.480717419	0.870327358
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.775949883	0.110166328	Control	FOb	18	17	0.24075178	0.204681642	0.871637122
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium	0.776458356	0.109881832	FOb	LCCR	17	20	0.825958128	0.703392097	0.871637122
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.779977408	0.107917977	FOb	LCCR	17	20	0.388702859	0.34641572	0.874459207
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other	0.783407253	-0.106012412	HCCR	LCCR	19	20	3.032071125	3.083881735	0.877174145
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__S24.7.g__	0.790100302	-0.102317772	FOb	HCCR	17	19	10.15551923	10.17968768	0.883531186
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.793016285	0.100717894	Control	FOb	18	17	0.081647896	0.055506919	0.88517789
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.793607764	0.100394092	HCCR	ICR	19	20	5.592609941	5.538267137	0.88517789
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.798418688	0.097769306	FOb	LCCR	17	20	1.472156373	1.322186711	0.88940366
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Dehalobacteriaceae.g__Dehalobacterium	0.801418238	0.096140778	Control	DIO	18	18	5.693431168	5.647104457	0.890605182
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__RF32.f__.g__	0.801544664	-0.096072273	ICR	LCCR	20	20	6.556521091	6.637955343	0.890605182
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.804057905	-0.094712674	ICR	LCCR	20	20	0.676802558	0.756938696	0.892258135
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.811478205	-0.09072314	Control	ICR	18	20	4.430222212	4.471395338	0.899345271
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.812742524	0.090047016	FOb	ICR	17	20	0.286884019	0.253393585	0.899600504
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__.g__	0.815364405	0.088648252	Control	FOb	18	17	0.069178522	0.049184561	0.90038882
k__Bacteria.p__Tenericutes.c__Mollicutes.o__RF39.f__.g__	0.815524587	0.088562941	FOb	ICR	17	20	2.669880312	2.496069929	0.90038882
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.817158412	-0.087693744	DIO	FOb	18	17	4.242633121	4.297880597	0.9010492
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.Other	0.820792911	0.085766403	Control	HCCR	18	19	4.662578956	4.5986118	0.903711578
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus	0.821650411	-0.085312923	HCCR	LCCR	19	20	5.592609941	5.644756025	0.903711578
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.824752289	-0.083676471	FOb	HCCR	17	19	1.472156373	1.609022799	0.905419122
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.825284327	0.083396403	ICR	LCCR	20	20	6.491776904	6.356422766	0.905419122
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.829403515	-0.081234128	FOb	ICR	17	20	4.429586764	4.492039379	0.908792265
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.833115095	0.079294996	FOb	LCCR	17	20	0.204681642	0.182915301	0.911710859
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.835287219	0.078164164	Control	DIO	18	18	1.967115294	1.881965363	0.912337227
k__Bacteria.p__Deferribacteres.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae.g__Mucispirillum	0.836390839	0.077590733	FOb	HCCR	17	19	6.149531537	6.05050646	0.912337227
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia	0.836974437	-0.077287806	Control	DIO	18	18	0.082142599	0.100713009	0.912337227
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.83788212	0.076817077	DIO	ICR	18	20	0.48960859	0.448753736	0.912337227
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.84096715	-0.075220968	ICR	LCCR	20	20	8.089665522	8.123413372	0.913003472
k__Bacteria.Other.Other.Other.Other.Other	0.841428443	-0.074982812	FOb	HCCR	17	19	0.351462643	0.382072878	0.913003472
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.842387613	0.074488028	FOb	ICR	17	20	7.956742344	7.911103438	0.913003472
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.84269171	-0.074331278	HCCR	LCCR	19	20	0.693545506	0.756938696	0.913003472
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.847905621	0.071652486	HCCR	ICR	19	20	5.749309821	5.710510268	0.917509814
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.85096056	0.070090568	ICR	LCCR	20	20	0.202012901	0.182915301	0.919628551
k__Bacteria.p__Firmicutes.c__Bacilli.o__Turicibacterales.f__Turicibacteraceae.g__Turicibacter	0.851977715	-0.069571765	Control	FOb	18	17	4.270826496	4.431363288	0.919628551
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.864639762	0.063164797	FOb	HCCR	17	19	7.956742344	7.915977525	0.93213952
k__Bacteria.Other.Other.Other.Other.Other	0.869481968	-0.06073942	Control	FOb	18	17	0.322948234	0.351462643	0.936199644
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.Other	0.874851854	0.058065484	Control	DIO	18	18	4.448851753	4.413398061	0.940817197
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae.g__Enterococcus	0.876829904	0.057084647	DIO	HCCR	18	19	1.881965363	1.829143769	0.940975342
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Parabacteroides	0.877162072	-0.056920155	Control	FOb	18	17	6.321779875	6.361337963	0.940975342
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.88170522	0.054676588	HCCR	LCCR	19	20	6.897723059	6.865717115	0.943887493
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__.Ruminococcus.	0.882046588	0.054508475	Control	HCCR	18	19	5.774496611	5.749309821	0.943887493
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Propionibacteriaceae.g__Propionibacterium	0.88459878	-0.053253664	Control	FOb	18	17	0.671667087	0.709028412	0.944394143
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.884691065	-0.053208359	DIO	FOb	18	17	0.184773205	0.204681642	0.944394143
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.890755887	-0.050241299	Control	ICR	18	20	0.423372429	0.448753736	0.949702968
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.89681551	0.047296889	HCCR	ICR	19	20	8.109955749	8.089665522	0.952300402
k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae.g__Corynebacterium	0.898130729	0.046660444	HCCR	ICR	19	20	1.309385462	1.270262248	0.952300402
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus	0.898977475	0.04625119	Control	DIO	18	18	3.949210309	3.911746943	0.952300402
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.899189958	-0.046148552	DIO	ICR	18	20	0.184773205	0.202012901	0.952300402
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.899239745	0.046124506	Control	FOb	18	17	4.430222212	4.407585381	0.952300402
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.90063722	0.045450109	HCCR	LCCR	19	20	0.196425993	0.182915301	0.952300402
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.900854289	0.04534545	DIO	LCCR	18	20	8.109617374	8.082940191	0.952300402
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.g__	0.902594989	-0.044507082	HCCR	ICR	19	20	9.202027363	9.21963342	0.952982574
k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Rhizobiaceae.g__Agrobacterium	0.905085441	-0.043310421	Control	DIO	18	18	0.115871199	0.127166773	0.954453738
k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia	0.913913259	-0.039095022	FOb	HCCR	17	19	6.033732165	6.08848807	0.96259629
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae.g__Pseudomonas	0.915657438	-0.038266972	FOb	LCCR	17	20	0.601559494	0.624044377	0.963267196
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.917883204	-0.037212577	HCCR	ICR	19	20	4.768125743	4.787069138	0.964442497
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira	0.92531846	-0.033708773	HCCR	LCCR	19	20	8.109955749	8.123413372	0.971082099
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Allobaculum	0.927309822	0.03277514	DIO	ICR	18	20	0.178598836	0.16760652	0.971999452
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.928642961	0.032151229	ICR	LCCR	20	20	3.559454238	3.538049315	0.972225483
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.93412099	-0.029596869	DIO	HCCR	18	19	0.184773205	0.196425993	0.976014544
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.934505879	0.029417962	Control	LCCR	18	20	3.556778433	3.538049315	0.976014544
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.Other.Other	0.935842353	0.028797304	ICR	LCCR	20	20	3.100605967	3.083881735	0.976238425
k__Bacteria.Other.Other.Other.Other.Other	0.938619433	-0.027510458	ICR	LCCR	20	20	0.564451551	0.575141764	0.977962763
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.94088712	0.026462477	FOb	HCCR	17	19	1.519871254	1.481302576	0.978877893
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.941974634	0.025960792	ICR	LCCR	20	20	0.640665818	0.62449559	0.978877893
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.944514212	0.024791503	FOb	HCCR	17	19	0.204681642	0.196425993	0.978877893
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	0.94464602	0.024730901	ICR	LCCR	20	20	0.834052726	0.808832748	0.978877893
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__	0.945392897	0.024387665	DIO	ICR	18	20	4.480717419	4.471395338	0.978877893
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Lactococcus	0.94624863	-0.023994736	Control	HCCR	18	19	6.47156923	6.489647645	0.978877893
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Ruminococcus	0.949706038	-0.022410801	Control	FOb	18	17	7.076061747	7.090139504	0.981287712
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.952807282	0.020994932	HCCR	LCCR	19	20	3.552929495	3.538049315	0.982056046
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Xanthomonadales.f__Xanthomonadaceae.g__Stenotrophomonas	0.953605153	0.020631411	HCCR	ICR	19	20	0.693545506	0.676802558	0.982056046
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__	0.953836045	-0.02052627	HCCR	LCCR	19	20	3.819245671	3.836634771	0.982056046
k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus	0.955821893	-0.019623026	HCCR	ICR	19	20	1.609022799	1.638239934	0.982591012
k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__.Odoribacteraceae..g__Odoribacter	0.956614468	-0.019263055	DIO	FOb	18	17	8.825564686	8.836949353	0.982591012
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.959542969	-0.017935572	HCCR	ICR	19	20	0.629554832	0.640665818	0.984436773
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.961984644	-0.01683186	HCCR	ICR	19	20	0.196425993	0.202012901	0.985779318
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.Other	0.964124296	0.015866973	HCCR	LCCR	19	20	0.809626339	0.798258668	0.9863175
k__Bacteria.p__TM7.c__TM7.3.Other.Other.Other	0.964777233	0.015572954	FOb	HCCR	17	19	4.787103828	4.768125743	0.9863175
k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__	0.967001038	0.01457306	DIO	ICR	18	20	1.223855465	1.207530596	0.987430637
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.96978755	0.013323395	FOb	LCCR	17	20	0.635414709	0.62449559	0.989115086
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__	0.975575838	0.010738964	HCCR	ICR	19	20	7.915977525	7.911103438	0.992778032
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.Other.Other	0.977175776	0.010027308	Control	HCCR	18	19	1.050477449	1.042423408	0.992778032
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Christensenellaceae.g__	0.977249422	-0.009994578	Control	DIO	18	18	2.046664561	2.053652222	0.992778032
k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Staphylococcaceae.g__Staphylococcus	0.979246089	0.009108154	HCCR	LCCR	19	20	0.629554832	0.62449559	0.992778032
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Anaerofustis	0.981105906	0.00828411	FOb	ICR	17	20	0.204681642	0.202012901	0.992778032
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Dorea	0.981385563	-0.008160335	HCCR	ICR	19	20	3.552929495	3.559454238	0.992778032
k__Bacteria.p__TM7.c__TM7.3.o__CW040.f__F16.g__	0.982642265	0.00760456	FOb	LCCR	17	20	2.699559547	2.689502089	0.992778032
